"TITLE","ARTICLE LINK","PUBLISHED DATE (GMT)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""U.S. pair of Chock and Bates win first world ice dance title""","https://www.washingtontimes.com/news/2023/mar/25/us-pair-of-madison-chock-and-evan-bates-win-first-/?utm_source=RSS_Feed&utm_medium=RSS","2023-03-25 09:00:58","","The Washington Times , America’s Newspaper","United States Of America","Technology","English","Madison Chock and Evan Bates of the United States won their first ice dance title at the figure skating world championships on Saturday.","https://twt-thumbs.washtimes.com/media/image/2023/03/25/Japan_World_Championships_Figure_Skating_18662_s1440x960.jpg?f72536d07237fdd262042ae8f5e6e6de3b865f3c",""
"""Houston Methodist patient's brain tumor shrinks after using experimental helmet for 6 months""","https://abc13.com/deadly-brain-tumor-found-in-children-diffuse-intrinsic-pontine-glioma-malignant/13005577/","2023-03-25 00:31:54","Mayra Moreno","Abc 13","United States Of America","Health","English","Last October, we first told you about a woman with a deadly brain tumor undergoing an experimental treatment. ABC13's Mayra Moreno checked in on her, and her results are astonishing.","https://cdn.abcotvs.com/dip/images/13008166_032423-ktrk-split-mmo-brain-cancer-treatment-img.jpg","https://vcl.abcotv.net/video/ktrk/032423-ktrk-digital-MMO-gliobastoma-patient-FRI-matt-vid.mp4"
"""Allergy Season Is Getting Worse And Lasting Longer. Here's What Doctors Want You To Know.""","https://www.huffpost.com/entry/allergy-season-lasting-longer-worse_l_641ca2ade4b0bc5cb65580d4","2023-03-24 21:41:13","","Huffpost","United States Of America","Health","English","Your seasonal allergies are likely to get more intense, but you can take steps to prepare.","",""
"""Why don’t we have vaccines for fungal infections?""","https://www.vox.com/science-and-health/2023/2/11/23592955/last-of-us-fungal-vaccines-infections-cordyceps","2023-03-24 20:47:07","Keren Landman","Vox","United States Of America","Health","English","","",""
"""Tulane receives up to $16 million to move nasal pneumonia vaccine from the lab to clinical trials""","https://www.news-medical.net/news/20230324/Tulane-receives-up-to-2416-million-to-move-nasal-pneumonia-vaccine-from-the-lab-to-clinical-trials.aspx","2023-03-24 19:55:16","","Medical News","Australia","Health","English","The National Institute of Allergy and Infectious Diseases awarded an up to $16 million contract to Tulane University to bring to phase one clinical trial a nasal spray vaccine university researchers invented to thwart antibiotic-resistant Klebsiella pneumoniae, a leading cause of pneumonia.","https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2014/7/Pneumonia-620x480.jpg",""
"""TTUHSC El Paso scientist receives $2.6 million NIH grant for research on tuberculosis""","https://www.news-medical.net/news/20230324/TTUHSC-El-Paso-scientist-receives-2426-million-NIH-grant-for-research-on-tuberculosis.aspx","2023-03-24 19:49:39","","Medical News","Australia","Health","English","For over a century, El Paso has long been a sanctuary for individuals suffering from tuberculosis. It will soon be home to groundbreaking research that prevents the debilitating disease.","https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2016/3/Bacterial_infection_tuberculosis.red_cells_in_blue_background.AFB_3%2b_-_toeytoey_b32b49df7608432793064092cdd06996-620x480.jpg",""
"""LA County’s 3-year COVID Emergency Ends On March 31. Here’s What Will Change""","https://laist.com/news/health/la-countys-3-year-covid-emergency-ends-on-march-31-heres-what-will-change","2023-03-24 19:48:07","","Laist","United States Of America","Health","English","Rent protections are among the emergency orders that will expire.","",""
"""Substance use disorders not associated with COVID-19-related mortality""","https://www.news-medical.net/news/20230324/Substance-use-disorders-not-associated-with-COVID-19-related-mortality.aspx","2023-03-24 19:28:34","","Medical News","Australia","Health","English","New research from Boston Medical Center found that substance use disorders do not increase the likelihood of dying from COVID-19.","https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2014/7/Hospital-620x480.jpg",""
"""Obamacare at 13: Biden and a KHN reporter remember""","https://www.news-medical.net/news/20230324/Obamacare-At-13-Biden-And-A-KHN-Reporter-Remember.aspx","2023-03-24 17:23:00","","Medical News","Australia","Health","English","I was back in the crowded East Room of the White House on Thursday, as I was 13 years ago, this time standing under a portrait of first first lady Martha Washington, when President Joe Biden entered for a lunchtime event focused on the Affordable Care Act.","https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2017/4/Accident_Injury_Information_Report_Health-Rawpixel.com_ac5524c1031e4229bc369a9a2a504d1c-620x480.jpg",""
"""Alzheimer's first signs may appear in your eyes, study finds - CNN""","https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wMy8yNC9oZWFsdGgvZXllLWVhcmx5LWFsemhlaW1lcnMtZGlhZ25vc2lzLXdlbGxuZXNzL2luZGV4Lmh0bWzSAQA?oc=5","2023-03-24 15:05:00","","Google News","United States Of America","Health","English","Alzheimer's first signs may appear in your eyes, study finds  CNN","",""
