"TITLE","ARTICLE LINK","PUBLISHED DATE (GMT)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""15歲孩被急救「一邊要紙筆」！ 醫CPR到一半看4字：真的不捨""","https://www.ettoday.net/news/20230824/2564948.htm?from=rss","2023-08-24 11:21:00","","Ettoday","Taiwan","Health","Chinese","有些忌諱是寧可信其有，不可信其無，農曆七月俗稱「鬼門開」，其禁忌雖隨著時代演進，有了改變，但仍有不少「不要鐵齒」的潛規則。而以科學為基礎的醫院，也有不少忌諱，生老病死各種人生百態，也想見有許多故事發生。醫師分享，先前有一位小朋友，人正在被急救的當下，卻向醫護們要來紙筆，努力寫下對父母的感謝和道別，讓醫師直呼，真的非常令人不捨。 《詳全文...》","https://cdn2.ettoday.net/images/3599/c3599134.jpg",""
"""新北市新店區增1例登革熱！ 47歲女有台南活動史""","https://www.ettoday.net/news/20230824/2567902.htm?from=rss","2023-08-24 07:38:00","","Ettoday","Taiwan","Health","Chinese","新北市新店區再新增1例本土登革熱病例，個案為47歲女性。8月12日至15日有台南市活動史，8月19日出現發燒、頭痛、肌肉痛、關節痛等症狀，當日就醫後通報採檢，23日經疾管署綜合研判為登革熱確診，目前已康復。 《詳全文...》","https://cdn2.ettoday.net/images/7193/c7193298.jpg",""
"""「1款抗生素」爆抗藥性風險！ 食藥署：限縮使用範圍""","https://www.ettoday.net/news/20230824/2567855.htm?from=rss","2023-08-24 07:11:00","","Ettoday","Taiwan","Health","Chinese","食藥署今發布1款廣效型抗生素「Fosfomycin」因單獨使用易產生抗藥性，宣布限縮該成分藥品適應症和修訂中文仿單，將針對該成分藥品重新評估其臨床效益及風險。 《詳全文...》","https://cdn2.ettoday.net/images/1782/c1782132.jpg",""
"""日本核廢水排入海了！台灣仍會進口水產品 「13種海鮮」加強監測""","https://www.ettoday.net/news/20230824/2567814.htm?from=rss","2023-08-24 06:24:00","","Ettoday","Taiwan","Health","Chinese","日本政府在今日正式排放核廢水，由於可能有污染水產品的疑慮，目前陸港澳已宣布暫停進口日本水產品。食藥署今表示，目前邊境管制措施維持不變，專家也建議加強監測這13種水產品，包括日本海藻、牡蠣、白甘、青甘、海參、章魚、沙丁魚、秋刀魚、鯖魚、鮭魚、蟹類、北寄貝及海鰻等。 《詳全文...》","https://cdn2.ettoday.net/images/5566/c5566510.jpg",""
"""食腦蟲追蹤期滿！新北衛生局複驗 親水設施業者最快明天復業""","https://www.ettoday.net/news/20230824/2567730.htm?from=rss","2023-08-24 05:16:00","","Ettoday","Taiwan","Health","Chinese","北部一名30多歲女性感染俗稱「食腦變形蟲」的福氏內格里阿米巴腦膜腦炎死亡，發病前曾前往新北市某室內親水設施，業者在事發後停業至今，新北衛生局也前往稽查。新北市衛生局表示，明天上午還會前往現場做環境複驗，如果複驗合格，當天就可以恢復營業。 《詳全文...》","https://cdn2.ettoday.net/images/7169/c7169070.jpg",""
"""國人平均「初婚年齡」再升高！ 超過3成35歲後才生第一胎""","https://www.ettoday.net/news/20230824/2567718.htm?from=rss","2023-08-24 05:00:00","","Ettoday","Taiwan","Health","Chinese","依內政部111年人口統計資料顯示，國人平均初婚年齡再度升高，男性為32.6歲，女性為30.7歲。而女性生育第1胎的平均年齡為31.43歲，35歲以上者占32.44%，顯示國人生育年齡普遍延後。由於生育力會隨著年齡增長而降低，國健署表示，夫妻正常性生活持續一年以上沒有好消息，建議就要就醫檢查，目前國健署也有提供試管嬰兒補助計畫。 《詳全文...》","https://cdn2.ettoday.net/images/5277/c5277851.jpg",""
"""船員「發燒、急性腹痛」困阿拉斯加海上！北醫「千里視訊」救命""","https://www.ettoday.net/news/20230824/2567667.htm?from=rss","2023-08-24 04:28:00","","Ettoday","Taiwan","Health","Chinese","今年8月一艘遠在阿拉斯加海域作業的遠洋漁船，還有5天航程才返回基隆港，航程中突然有船員疑似因攝護腺肥大感染導致發燒、急性腹痛，需要緊急醫療處置。對此，台北醫學大學附設醫院遠距醫療中心立即啟動「遠洋船隊遠距照護模式」，提供及時診療救治，順利排除危機，而這也是國內首度將遠距醫療的服務範圍擴展到大海。 《詳全文...》","https://cdn2.ettoday.net/images/7192/c7192661.jpg",""
"""衛福部再砸100億布建長照 拚4年加碼6500床""","https://www.ettoday.net/news/20230824/2567557.htm?from=rss","2023-08-24 04:00:00","","Ettoday","Taiwan","Health","Chinese","衛福部今（24）針對布建長照住宿式機構發出最新公告，為推動長照服務資源不足區，鼓勵私部門設立住宿機構，盼4年內完成布建6500床而擴大獎助計畫。長照司說明，獎助金額部分，一般住宿式長照機構每床最高獎助210萬元、失智床位之住宿式長照機構新建案每床最高獎助220萬元，換言之，最高可達4.4億元，而總預算上限推估至少100億。 《詳全文...》","https://cdn2.ettoday.net/images/6637/c6637187.jpg",""
"""「關渡醫院、台大金山分院」締結姊妹院！將共推社區照護""","https://www.ettoday.net/news/20230824/2567654.htm?from=rss","2023-08-24 04:00:00","","Ettoday","Taiwan","Health","Chinese","台北市立關渡醫院和台灣大學金山分院今正式簽署合作成為姊妹院，將推動健康長壽和社區照護。關渡醫院是北市重要的社區醫療服務據點，長期致力整合照護、急性後期照護等，台大醫院金山分院提供北海岸地區居民、遊客急症及重症醫療照護的需求，未來兩院將共享資源，規劃推動更多的合作項目。 《詳全文...》","https://cdn2.ettoday.net/images/7192/c7192612.jpg",""
"""转基因食品会致癌？官方回应：是谣言""","https://news.99.com.cn/yinshi/20230824/788661.htm","2023-08-24 00:00:00","bianji@99.com.cn","99 健康网","China","Health","Chinese","  转基因产品安全问题备受关注。8月24日，农业农村部科技发展中心、全国农业技术推广服务中心负责人就推进生物育种产业化试点答记者问时表示，传说中的转基因食品会致癌、引起不孕不育、影响后代等，都是谣言。 该负责人表示，安全性是转基因品种产业化的基础和前提，转基因产品上市前都要经过科学的、全面的、严格的食用安全评价和环境安全评价，经过批准的转基因产品都是安全的。我国的转基因安全评价由国家农业转基因生物安全委员会负责，安委会由来自全国各地农业、科技、卫生健康、生态环境、检验检疫等多领域多部门推荐的权威专家组成。我国的安全评价参考国际通行做法，按照国家法律法规标准规范要求，分不同阶段进行，在任何一个阶段发现任何一个可能影响健康和环境安全的问题，都会立即终止研发试验，不会进入产业化环节。 该负责人指出，至于传说中的转基因食品会致癌、引起不孕不育、影响后代等，都是谣言。有关部门和专家用科学试验和生产实践的大量数据事实多次予以澄清，但在互联网上仍然反复出现，误导了不少人，这些谣言中，有的是道听途说，有的则是别有用心。 没有任何科学依据证明转基因食品致癌。把转基因食品与癌症扯上关系，源于2012年法国人塞拉利尼的一篇论文。法国有关部门及欧盟食品安全局对此进行了长达六年的研究，耗资超1亿元人民币，结果表明转基因玉米没有引发任何负面效应，更没有发现其有慢性毒性和致癌性。 转基因食品与不孕不育毫无关系。相关谣言源于2013年的一篇报道，称多年食用转基因玉米，导致广西男性大学生精子活力下降。事实上，大学生精子异常的说法出自2009年广西医科大学第一附属医院《广西在校大学生性健康调查报告》，报告中提出环境污染、长时间上网、熬夜等不健康的生活习惯可能导致大学生精子异常，根本就没有任何转基因的字眼。 转基因食品不会影响后代。转基因食品在人体中不会蓄积，不会随着摄入量的增加在体内积累，没有产生长期影响的物质基础，不会进行代际传递，更不会改变我们的基因，影响后代。目前，国内外已用模式动物小鼠、猪、肉鸡等开展了大量转基因产品的多代喂养试验。我国有关医学研究机构对与人类亲缘关系最近的动物猴，也开展了长期喂养试验，证明对后代没有影响。 有观点说，为什么用动物做喂养试验而不用人做试验？该负责人回应说，采用模式动物进行食品安全性检验是国际通用做法，科学发展至今，研究出了一系列世界公认的试验模型、模拟试验、动物试验，完全可以代替人体试验。事实上，在各国食品安全评价中均没有用人进行试验的要求，因为试想科学家也不可能用一个食品让人连续吃上十年、二十年而不吃别的东西来做试验，甚至延续到他的后代。 什么是转基因 转基因，就是科学家利用工程技术将一种生物的一个或几个基因转移到另外一种生物体内，从而让后一种生物获得新的性状。比如，将抗虫基因转入棉花、水稻或玉米，培育成对棉铃虫、卷叶螟及玉米螟等昆虫具有抗性的转基因棉花、水稻或玉米。 这种技术，国际上叫做基因改良、基因修饰、基因工程等，我们国内在翻译时形象地译成了转基因。人们对转基因最早的误解就是吃了转基因食品会被转基因，这种误解直到今天依然存在。这样的误解与以为人吃了猪肉就会变成猪或者骡子不育，人吃了骡子肉也会跟着不育其实毫无二致。食物中本来就有成千上万个基因，转进去的这一个或几个基因跟另外那成千上万个基因一样在胃里很快被消化掉，它们根本没有任何机会去动我们的基因。","",""
