"TITLE","ARTICLE LINK","PUBLISHED DATE (GMT)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""東方大勝永倫闖銀牌負方決賽 鬥南華爭「復活」""","https://news.mingpao.com/pns/%e9%ab%94%e8%82%b2/article/20230823/s00015/1692721942040/%e6%9d%b1%e6%96%b9%e5%a4%a7%e5%8b%9d%e6%b0%b8%e5%80%ab%e9%97%96%e9%8a%80%e7%89%8c%e8%b2%a0%e6%96%b9%e6%b1%ba%e8%b3%bd-%e9%ac%a5%e5%8d%97%e8%8f%af%e7%88%ad%e3%80%8c%e5%be%a9%e6%b4%bb%e3%80%8d","2023-08-22 20:30:00","明報新聞網-每日明報","Ming Pao","Hong Kong","Health","Chinese","【明報專訊】香港高級組男子籃球聯賽昨晚假修頓室內場上演，香港東方在頭場的負方，以97：68淘汰永倫。「藍軍」下周二在負方決賽再遇南華，爭奪終極「復活」資格。","https://fs.mingpao.com/pns/20230823/s00085/30991435089fb4ae941bb68390b0aabf.jpg",""
"""港田徑隊東亞青運添5獎牌 李紫桃200米摘金""","https://news.mingpao.com/pns/%e9%ab%94%e8%82%b2/article/20230823/s00015/1692721940777/%e6%b8%af%e7%94%b0%e5%be%91%e9%9a%8a%e6%9d%b1%e4%ba%9e%e9%9d%92%e9%81%8b%e6%b7%bb5%e7%8d%8e%e7%89%8c-%e6%9d%8e%e7%b4%ab%e6%a1%83200%e7%b1%b3%e6%91%98%e9%87%91","2023-08-22 20:30:00","明報新聞網-每日明報","Ming Pao","Hong Kong","Health","Chinese","【明報專訊】東亞青年運動會昨續於蒙古首都烏蘭巴托上演，香港田徑隊延續強勢，再添1金2銀2銅，當中李紫桃在女子200米贏得個人今屆第2金，同時包辦港隊所有金牌。港隊目前累計2金5銀14銅。","https://fs.mingpao.com/pns/20230823/s00085/3098de26e560cc4b253f4ec3de70e65b.jpg",""
"""10人阿仙奴險勝水晶宮 阿迪達諷球證判罰尺度""","https://news.mingpao.com/pns/%e9%ab%94%e8%82%b2/article/20230823/s00015/1692721944801/10%e4%ba%ba%e9%98%bf%e4%bb%99%e5%a5%b4%e9%9a%aa%e5%8b%9d%e6%b0%b4%e6%99%b6%e5%ae%ae-%e9%98%bf%e8%bf%aa%e9%81%94%e8%ab%b7%e7%90%83%e8%ad%89%e5%88%a4%e7%bd%b0%e5%b0%ba%e5%ba%a6","2023-08-22 20:30:00","明報新聞網-每日明報","Ming Pao","Hong Kong","Health","Chinese","【明報專訊】阿仙奴昨晨於英超次輪有後衛富安健洋下半場中段領兩黃一紅踢少1人，最終苦戰作客以1：0險勝水晶宮，開季兩戰全勝。賽後主帥阿迪達諷刺球證執法尺度，認為若以富安領牌的尺度，「是役可能雙方最終只有8人可留在場」。","https://fs.mingpao.com/pns/20230823/s00085/30998fbaea05b25614b36ae7de733c7d.jpg",""
"""理文3球淨負浦和紅鑽 亞冠附止步 分組賽明午抽籤 傑志列第4檔次""","https://news.mingpao.com/pns/%e9%ab%94%e8%82%b2/article/20230823/s00015/1692721938764/%e7%90%86%e6%96%873%e7%90%83%e6%b7%a8%e8%b2%a0%e6%b5%a6%e5%92%8c%e7%b4%85%e9%91%bd-%e4%ba%9e%e5%86%a0%e9%99%84%e6%ad%a2%e6%ad%a5-%e5%88%86%e7%b5%84%e8%b3%bd%e6%98%8e%e5%8d%88%e6%8a%bd%e7%b1%a4-%e5%82%91%e5%bf%97%e5%88%97%e7%ac%ac4%e6%aa%94%e6%ac%a1","2023-08-22 20:30:00","明報新聞網-每日明報","Ming Pao","Hong Kong","Health","Chinese","【明報專訊】香港代表理文昨晚作客日本出戰亞冠盃附加賽，面對上屆冠軍兼日職勁旅浦和紅鑽，在開賽6分鐘已失兩球下，終以0：3落敗，結束首戰亞冠之旅。至於亞冠分組賽將於明午4時抽籤，上季港超冠軍傑志列入第4檔次。","https://fs.mingpao.com/pns/20230823/s00085/30987e06dac05a602b36a1a86fcb16db.jpg",""
"""格連活特告別紅魔 雙方同意分道揚鑣 料外借他國聯賽""","https://news.mingpao.com/pns/%e9%ab%94%e8%82%b2/article/20230823/s00015/1692721943975/%e6%a0%bc%e9%80%a3%e6%b4%bb%e7%89%b9%e5%91%8a%e5%88%a5%e7%b4%85%e9%ad%94-%e9%9b%99%e6%96%b9%e5%90%8c%e6%84%8f%e5%88%86%e9%81%93%e6%8f%9a%e9%91%a3-%e6%96%99%e5%a4%96%e5%80%9f%e4%bb%96%e5%9c%8b%e8%81%af%e8%b3%bd","2023-08-22 20:30:00","明報新聞網-每日明報","Ming Pao","Hong Kong","Health","Chinese","【明報專訊】曼聯宣布此前涉家暴被撤控的21歲青訓前鋒格連活特將會離隊，提及雙方都意識到這名英格蘭前國腳在「紅魔」重啟職業生涯有困難。格連活特承認離開曼聯是最合適做法，又直言自己在戀愛關係中犯錯。","https://fs.mingpao.com/pns/20230823/s00085/30996a73e7e795156721b1d50ce8c531.jpg",""
"""電視精選""","https://news.mingpao.com/pns/%e9%ab%94%e8%82%b2/article/20230823/s00015/1692721943304/%e9%9b%bb%e8%a6%96%e7%b2%be%e9%81%b8","2023-08-22 20:30:00","明報新聞網-每日明報","Ming Pao","Hong Kong","Health","Chinese","【明報專訊】（請看附圖）","https://fs.mingpao.com/pns/20230823/s00085/30994a35c015b78b64280d63da7ad761.jpg",""
"""體壇快訊：陳銘泰今戰世界賽""","https://news.mingpao.com/pns/%e9%ab%94%e8%82%b2/article/20230823/s00015/1692721942820/%e9%ab%94%e5%a3%87%e5%bf%ab%e8%a8%8a-%e9%99%b3%e9%8a%98%e6%b3%b0%e4%bb%8a%e6%88%b0%e4%b8%96%e7%95%8c%e8%b3%bd","2023-08-22 20:30:00","明報新聞網-每日明報","Ming Pao","Hong Kong","Health","Chinese","【明報專訊】世界田徑錦標賽今續於匈牙利布達佩斯上演，香港男子跳遠紀錄保持者陳銘泰將戰資格賽，亦是今屆唯一參戰港將。他日前在社交網表示，自己或是世界排名最低一人，但期望可把握三跳爭取佳績。","",""
"""5件事讓「小弟弟硬不起來」 泌尿科醫細說軟香蕉成因""","https://www.ettoday.net/news/20230823/2566547.htm?from=rss","2023-08-22 17:02:00","","Ettoday","Taiwan","Health","Chinese","身為男性，床上最在意的莫過於自己是否硬挺又持久，但部分男性無法維持足夠堅硬的勃起以進行性行為，也就是俗稱的男性性功能障礙「陽痿」。對此，泌尿科醫師高銘鴻點名勃起功能障礙的5原因，「如果你有這類困擾，可以看看自己中了幾項！」 《詳全文...》","https://cdn2.ettoday.net/images/4351/c4351692.jpg",""
"""蚊子最愛叮2種人！醫曝原因「常喝冰飲」也中了""","https://www.ettoday.net/news/20230822/2565204.htm?from=rss","2023-08-22 14:05:00","","Ettoday","Taiwan","Health","Chinese","疾管署今（22）日公布上周新增556例本土登革熱，其中以台南市471例最多，目前全國累積病例數已達2135例。悶熱又潮溼的天氣吸引蚊子出沒，一出門就被叮得滿頭包，中醫師陳國誌在粉專《翰醫堂中醫診所》點名濕熱體質及陰虛內熱體質「最容易被蚊子叮」，原因是較常出現體溫偏高、容易流汗飄散異味，並分享症狀供網友自行判斷。 《詳全文...》","https://cdn2.ettoday.net/images/7006/c7006046.jpg",""
"""新北八里爆首例本土登革熱！30歲清潔隊員「雲林支援噴消」感染""","https://www.ettoday.net/news/20230822/2566230.htm?from=rss","2023-08-22 06:48:00","","Ettoday","Taiwan","Health","Chinese","新北市爆發首例登革熱本土病例，個案為八里區30歲男性，在8/7~8/9曾到雲林支援噴消工作，回台北後出現相關症狀，經通報檢驗後確診，目前已掌握相關接觸者22人，其中2人是同住家人，檢體送驗中。 《詳全文...》","https://cdn2.ettoday.net/images/7189/c7189167.jpg",""
